20250929000002,14.8,16.4,98.9,78402.25,NaN
20250929000101,14.8,16.4,98.9,78402.25,NaN
20250929000201,14.8,16.4,98.9,78396.28571428571,NaN
20250929000301,14.8,16.5,98.9,78399.0,NaN
20250929000401,14.8,16.5,98.9,78397.0,NaN
20250929000502,14.8,16.5,98.9,78398.375,NaN
20250929000601,14.8,16.5,98.9,78395.25,NaN
20250929000701,14.8,16.5,98.9,78392.75,NaN
20250929000801,14.8,16.5,98.9,78394.14285714286,NaN
20250929000901,14.9,16.5,98.9,78391.0,NaN
20250929001001,14.9,16.6,98.9,78386.85714285714,NaN
20250929001101,15,16.5,98.9,78382.75,NaN
20250929001202,15.1,16.5,98.9,78383.16666666667,NaN
20250929001302,15.1,16.6,98.9,78379.875,NaN
20250929001402,15.1,16.6,98.9,78380.125,NaN
20250929001502,15.1,16.6,98.9,78380.875,NaN
20250929001602,15.1,16.6,98.9,78380.0,NaN
20250929001702,15.1,16.6,98.9,78377.14285714286,NaN
20250929001802,15.1,16.6,98.9,78378.0,NaN
20250929001901,15,16.6,98.9,78377.5,NaN
20250929002002,15,16.5,98.9,78375.66666666667,NaN
20250929002102,15,16.5,98.9,78375.5,NaN
20250929002201,15,16.5,98.9,78376.125,NaN
20250929002302,14.9,16.5,98.9,78374.16666666667,NaN
20250929002402,14.9,16.4,98.9,78373.71428571429,NaN
20250929002502,14.9,16.4,98.9,78372.42857142857,NaN
20250929002601,14.9,16.4,98.9,78373.85714285714,NaN
20250929002702,14.9,16.3,98.9,78373.125,NaN
20250929002801,14.9,16.4,98.9,78368.14285714286,NaN
20250929002902,14.9,16.4,98.9,78371.42857142857,NaN
20250929003002,14.9,16.4,98.9,78371.85714285714,NaN
20250929003101,14.9,16.4,98.9,78371.0,NaN
20250929003201,15,16.4,98.9,78371.25,NaN
20250929003301,15,16.4,98.9,78370.85714285714,NaN
20250929003402,15,16.5,98.9,78377.5,NaN
20250929003502,15.1,16.5,98.9,78374.0,NaN
20250929003601,15,16.5,98.9,78373.8,NaN
20250929003701,15,16.5,98.9,78371.66666666667,NaN
20250929003802,15,16.6,98.9,78372.14285714286,NaN
20250929003901,15,16.6,98.9,78369.33333333333,NaN
20250929004002,15,16.6,98.9,78373.28571428571,NaN
20250929004102,15.1,16.6,98.9,78371.125,NaN
20250929004201,15.1,16.6,98.9,78372.85714285714,NaN
20250929004301,15,16.6,98.9,78365.0,NaN
20250929004402,15,16.6,98.9,78365.42857142857,NaN
20250929004501,15,16.6,98.9,78365.66666666667,NaN
20250929004602,15,16.6,98.9,78367.42857142857,NaN
20250929004701,15,16.7,98.9,78369.25,NaN
20250929004802,15.1,16.7,98.9,78371.57142857143,NaN
20250929004901,15.1,16.7,98.9,78374.0,NaN
20250929005002,15.1,16.7,98.9,78374.71428571429,NaN
20250929005101,15.1,16.7,98.9,78373.375,NaN
20250929005201,15.1,16.7,98.9,78372.85714285714,NaN
20250929005302,15.1,16.7,98.9,78374.57142857143,NaN
20250929005401,15.1,16.7,98.9,78372.375,NaN
20250929005502,15.1,16.7,98.9,78371.33333333333,NaN
20250929005601,15.1,16.7,98.9,78370.4,NaN
20250929005702,15.1,16.7,98.9,78370.25,NaN
20250929005801,15.1,16.7,98.9,78372.14285714286,NaN
20250929005902,15.1,16.7,98.9,78369.0,NaN
20250929010002,15.1,16.7,98.9,78369.14285714286,NaN
20250929010102,15.1,16.7,98.9,78366.75,NaN
20250929010202,15.1,16.7,98.9,78367.33333333333,NaN
20250929010302,15.1,16.7,98.9,78365.375,NaN
20250929010401,15.1,16.7,98.9,78363.33333333333,NaN
20250929010501,15.1,16.7,98.9,78364.14285714286,NaN
20250929010602,15.1,16.8,98.9,78357.0,NaN
20250929010701,15.1,16.8,98.9,78357.16666666667,NaN
